3,441,4599,1096,0,19
3,629,4588,630,0,19
3,819,4577,626,0,19
3,1007,4569,617,0,19
3,1197,4569,597,5,19
3,1386,4594,613,0,19
3,1574,4647,589,32,19
3,1764,4674,562,76,19
3,1953,4703,556,40,19
3,2142,4726,554,45,19
3,2331,4677,617,38,19
3,2521,4680,650,28,19
3,2709,4632,694,16,19
3,2898,4643,750,0,19
3,3088,4681,718,0,19
3,3276,4665,740,18,19
3,3466,4699,770,32,19
3,3655,4763,734,51,19
3,3844,4793,696,44,19
3,4033,4779,693,41,19
3,4222,4759,709,17,19
3,4411,4751,739,40,19
3,4600,4718,763,27,19
3,4790,4714,795,18,19
3,4978,4711,804,20,19
3,5168,4716,803,24,19
3,5357,4746,844,32,19
3,5545,4807,903,40,19
3,5735,4842,860,29,19
3,5924,4880,885,45,19
3,6113,4813,863,36,19
3,6302,4774,889,44,19
3,6492,4788,871,37,19
3,6680,4780,899,29,19
3,6870,4742,901,11,19
3,7059,4746,880,29,19
3,7247,4760,905,46,19
3,7437,4783,904,56,19
3,7626,4844,931,64,19
3,7815,4879,944,22,19
3,8004,4948,965,40,19
3,8194,4948,1010,64,19
3,8382,4910,1001,61,19
3,8571,4875,981,47,19
3,8761,4840,1011,57,19
3,8949,4831,1036,25,19
3,9139,4845,1022,31,19
3,9328,4854,1018,50,19
3,9517,4868,1022,37,19
3,9706,4892,1004,50,19
3,9895,4941,1006,9,19
3,10085,4946,1054,25,19
3,10273,4901,1054,32,19
3,10463,4883,1013,40,19
3,10652,4832,965,21,19
3,10842,4839,1003,29,19
3,11030,4803,1026,27,19
3,11219,4784,1005,33,19
3,11409,4802,1006,16,19
3,11598,4861,1024,57,19
3,11787,4905,1036,67,19
3,11976,4976,1048,0,19
3,12166,4990,1109,0,19
3,12355,4963,1166,48,19
3,12544,4920,1175,39,19
3,12733,4977,1146,37,19
3,12922,4963,1185,54,19
3,13112,4910,1205,25,19
3,13300,4917,1181,28,19
3,13490,4913,1175,39,19
3,13679,4920,1189,59,19
3,13869,4963,1201,12,19
3,14057,4985,1193,0,19
3,14246,5060,1222,23,19
3,14436,4966,1232,48,19
3,14625,4967,1194,85,19
3,14814,4958,1249,50,19
3,15003,4949,1245,57,19
3,15193,4978,1241,62,19
3,15382,4960,1266,62,19
3,15570,4978,1255,75,19
3,15760,5029,1285,82,19
3,15949,5083,1312,17,19
3,16139,5104,1337,15,19
3,16327,5123,1328,78,19
3,16517,5052,1354,82,19
3,16706,5067,1311,75,19
3,16896,5014,1308,64,19
3,17084,5051,1361,79,19
3,17273,4972,1311,56,19
3,17463,4972,1274,68,19
3,17652,5014,1316,56,19
3,17841,5072,1286,0,19
3,18030,5107,1320,0,19
3,18220,5063,1319,19,19
3,18409,5022,1298,57,19
3,18597,5023,1275,69,19
3,18787,4937,1272,56,19
3,18976,4932,1293,60,19
3,19166,4959,1292,61,19
3,19354,4941,1276,49,19
3,19544,4984,1291,76,19
3,19733,5027,1318,75,19
3,19922,5062,1316,47,19
3,20111,5114,1322,10,19
3,20300,5136,1329,34,19
3,20490,5066,1344,68,19
3,20679,5048,1329,65,19
3,20868,4986,1336,70,19
3,21057,5007,1358,89,19
3,21246,5051,1330,82,19
3,21436,5046,1343,83,19
3,21624,5037,1347,91,19
3,21814,5141,1364,98,19
3,22003,5204,1395,112,19
3,22193,5275,1500,102,19
3,22381,5202,1483,111,19
3,22571,5224,1419,121,19
3,22760,5197,1430,132,19
3,22949,5161,1407,125,19
3,23139,5110,1386,98,19
3,23327,5120,1396,109,19
3,23517,5104,1357,88,19
3,23706,5105,1369,89,19
3,23896,5093,1369,123,19
3,24085,5110,1425,121,19
3,24273,5208,1404,58,19
3,24463,5255,1394,48,19
3,24652,5250,1424,60,19
3,24842,5205,1437,80,19
3,25030,5207,1424,94,19
3,25220,5188,1418,119,19
3,25409,5151,1378,98,19
3,25598,5116,1424,112,19
3,25788,5144,1419,111,19
3,25976,5101,1433,121,19
3,26166,5113,1429,116,19
3,26355,5127,1426,130,19
3,26545,5160,1446,116,19
3,26734,5247,1446,67,19
3,26923,5203,1425,94,19
3,27112,5163,1397,92,19
3,27301,5201,1406,100,19
3,27491,5163,1450,110,19
3,27679,5181,1423,78,19
3,27869,5007,1323,60,19
3,28058,4917,1267,57,19
3,28248,4913,1256,39,19
3,28436,4871,1209,0,19
3,28625,4773,1105,0,19
